0x30b9e8db,전사의 길
0xc193f033,털은 여전히 피 묻은 얼룩으로 얼룩져 있습니다.\n\n여러 개의 부카 투사 머리를 모아 전리품을 제작하세요.
0xc29d5b8f,"이 황금 원반북은 드락이 사용했습니다. 그들이 의식을 치를 때, 제물을 바칠 때 아니면 결투 중에 연주했을까요? 확언할 수는 없지만, 그 소리가 황홀하고 매혹적이라는 건 알 수 있습니다."
0xc32e2eb0,"화려한 선이 돋보이는 전신 금속 갑옷이 마치 옭아매는 덩굴처럼 다리를 휘감습니다. 가시가 그녀를 찌르고, 찢고, 부러뜨릴지언정 <i>상처 입은 사슴이 가장 높이 뛰어오르는 법</i>이라고들 하지요."
0xc47210f0,겉보기엔 아주 개성적인 가시등이는 아주 노련한 낚시꾼이 아니면 낚아 올릴 수 없는 최고급 물고기입니다.\n\n이 물고기는 굽거나 요리에 사용할 수 있습니다.\n물에 다시 방생하여 연못에서 기를 수도 있습니다.
0xc5e9b7b0,"반투명한 젤라틴 물질입니다. 섬뜩한 광채를 내뿜으며 복원 및 보호 능력치를 지니고 있습니다.\n\n<b>제작 재료:</b> 주로 방어구 제작에 사용됩니다.\n<b>출처:</b> 유목민 고원에서 처음 발견되었으며, 어둠의 안개 심연 거주자가 떨어뜨립니다."
0xc60a75e2,"장미와 가시 덩굴로 엮은 화관이 씌워진 사슬 투구입니다. 아름다움과 고통, 희열과 절망 — 이 모든 것이 그녀의 후광 속에서 하나로 어우러집니다."
0xc66285e9,일반적인 형태의 방패로 물리 공격을 <b>막을 수</b> 있습니다. 방어 시 지구력을 소모합니다.
0xc6dfa71f,바나나와 꿀이 합쳐져 부드럽고 크림 같은 달콤함을 선사합니다. 달콤한 음식을 좋아하는 화염의 후예라면 누구나 좋아할 맛이죠!
0xc6fab00e,단단한 청동으로 둘러싸인 머리는 이전보다 훨씬 더 위협적으로 보입니다.\n\n여러 개의 망자의 키클롭스 머리를 모아 청동 전리품을 제작하세요.
0xc74ba4da,모든 환경에서 유용하게 사용할 수 있는 고성능 철 곡괭이입니다. 정말 편리한 도구죠.
0xc810e867,톡 쏘는 맛이 일품인 염소 우유 한 병입니다. 마시면 지구력과 지구력 회복 속도가 상승합니다.
0xc812db20,"드락의 역사를 자세히 묘사한 조각상입니다.\n\n이 조각상은 두 개의 이미지를 묘사합니다. 위엔 인간이 만든 밤의 성소가 있고, 사람들이 고대인에게 책과 두루마리를 공물로 가져옵니다.\n\n아래엔 격노한 드락의 모습이 보입니다. 이들은 인류가 고대인의 총애를 받게 놔두지 않았고, 공격을 감행했습니다."
0xc86933dc,직사각형 모양의 부싯돌이 검의 심 밖으로 빠져나왔는데 그중 일부는 당신 주먹 만큼이나 큽니다. 울퉁불퉁한 그 모습은 먹이사슬의 정점에 올라선 천적의 거대한 척추뼈를 연상케 하는데 그 인물은 다름 아닌 대륙의 지배권을 놓고 다퉜던 드락족의 신이겠죠.
0xc8a631dc,만드는 동안 일광욕을 듬뿍 즐긴 단검입니다. 가시처럼 솟은 모서리 덕분에 큰 피해를 줄 수 있습니다!\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0xc8fbdf22,때때로 눈 주위 근육이 여전히 경련을 일으킬 수 있습니다. 자연스러운 현상이므로 걱정할 필요가 없습니다. 대부분 그렇죠.\n\n여러 개의 어둠의 시클사이드 머리를 모아 전리품을 제작하세요.
0xc93f1aec,이 상의 갑옷을 입고 있으면 모든 움직임이 부드러워지고 소음이 억제됩니다.
0xc9b3cb24,기사의 부츠입니다. 수많은 위험과 고뇌를 함께 겪어온 흔적이 고스란히 남아 있습니다.
0xca518012,쓰러진 자들의 피로 물든 강력한 한손 도끼입니다.
0xcb91e086,모두의 미각을 자극하는 흥미로운 식물입니다. 이 잎을 차로 우려 마시는 것은 이제 하나의 관습으로 자리 잡았습니다.
0xcc04927c,"밝은 파랑과 이글거리는 빨강, 순수한 하얀색이 포함된 선명한 팔레트로 상쾌하고 대담하며 기운이 넘치는 것이 마치 바람에 나부끼는 깃발 같습니다.\n\n이 팔레트는 베일워터 분지 재료로 만들 수 있습니다."
0xccf0e6fc,어둠의 안개에 오염된 연약한 꽃잎입니다. 표면은 희미한 독성 잔여물로 덮여 있습니다. 그 자체로는 너무나 연약하지만 갑옷으로 만들면 놀라운 회복력을 자랑합니다.\n\n<b>제작 재료:</b> 주로 방어구 제작에 사용됩니다.\n<b>출처</b>: 레벨우드 생물군에서 처음 발견됐으며 어둠의 사나운 덩굴이 떨어뜨립니다.
0xccf53e35,"철 블록은 놀라울 만큼 든든한 재료이며, 어떤 건물과도 어울리는 외관을 추가할 수 있습니다."
0xce2f4dce,화염의 후예도 다루기 어려워하는 진흙 덩어리를 열로 굳혀 만든 반짝거리는 붉은색 벽돌입니다.
0xce506024,어둠의 안개에 감염된 키클롭스의 머리입니다. 지금도 꽤 입냄새가 납니다.\n\n어둠의 키클롭스 머리를 여러 개 모아 전리품을 제작하세요.
0xcef5cb67,어둠의 안개 아래에 서식하는 유해 생물의 잔해입니다.\n\n<b>제작 재료:</b> 주로 방어구 제작에 사용됩니다.\n<b>출처</b>: 스프링랜드 생물군에서 처음 발견됐으며 어둠의 짐승이 떨어뜨립니다.
0xcf5e844e,어둠의 안개 유성의 힘이 담긴 두루마리입니다. 시전자 주변의 최대 다섯 적에게 어둠의 안개 유성의 비를 내립니다. 하지만 사용 시 어둠의 안개에서 생존할 수 있는 시간이 짧아지므로 주의해야 합니다.
0xcf681c9b,극한의 효율을 위해 만들어진 어둠의 지휘관 활은 감히 앞길을 가로막으려는 약탈자의 두개골을 꿰뚫을 때 그 주어진 역할을 다합니다.\n
0xcf9d8f0e,마법사 모자. 달의 의식이나 점술에 가장 일반적으로 착용합니다.
0xd07b1364,"시클사이드가 쓰러지자 그 혓바닥은 굳어버렸고, 목구멍에 걸린 최후의 저주를 내뱉기엔 너무도 미약해졌습니다.\n\n청동 전리품을 제작하려면 어둠의 시클사이드 머리를 여러 개 수집하세요."
0xd139011e,독을 바른 교활한 단검 세트로 불타는 황무지 다이아몬드백 뱀의 미끄러지는 몸처럼 구불거립니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0xd1651e00,"한밤중의 하늘처럼 까만 이 고양이의 관심받고 싶어 하는 애교 섞인 요구에는 항상 응해줄 수밖에 없습니다. 당신이 가까이 있을 때마다 크게 골골거리는 소리를 냅니다! \n\n이 고양이를 키웠던 약탈자들은 이 고양이를 ""캡틴""이라고 부를지 ""위스커""라고 부를지 정하지 못했습니다."
0xd19b9e13,이 단검은 여러 겹의 제련된 금속으로 만들어졌기 때문에 가장자리가 가는 동물의 층진 뿔처럼 보입니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0xd1d02719,밀알을 곱게 빻아 만드는 밀가루입니다.
0xd1ef2cd2,엑토플라즘으로 만든 얼어붙은 뿔은 난로 불 근처에서도 녹지 않습니다. 마법의 힘이 깃든 것이 분명합니다!
0xd25c8d68,어린 둥근 부리 활강조로 아직 너무 둥글둥글하고 날개가 작아서 날 수 없습니다.
0xd2c28aee,썩은 바지 한 벌로 안정적인 키틴 껍질로 그 형태를 유지하고 있습니다.\n\n어둠의 안개에 대한 강화된 보호력을 제공합니다.
0xd316dc6a,"때때로 드락 새끼가 껍질을 깨기에는 너무 약한 경우가 있습니다. 그런 경우, 무리감시자들은 이 독이 묻은 칼날을 사용하여 알을 자릅니다. 어린 새끼는 그날부터 표식을 지니게 됩니다. 이는 평생 동안 그들을 낙인찍는 연약함의 상징이며, 도움 없이 부화한 자들보다 영원히 아래에 있게 됩니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다."
0xd33d2374,"영예로운 ""창공의 학자""가 밤의 성소에서 치르는 신성한 제의 때 착용하던 의식용 로브입니다. 이전 주인이 품었던 것과 같은 자부심을 갖고 망토를 두르세요."
0xd36a2cbe,어둠의 안개 포자에 의해 변질된 돌 블록입니다.
0xd44ffd2b,신선한 어둠의 안개 포자로 어둠의 안개 저주를 치료할 수 있는 약 제조에 사용됩니다.\n\n이 포자는 야간 중에 스프링랜드에서 어둠의 안개 위의 어둠의 적 무리 사이에 처음 나타났습니다.
0xd496faae,화염의 축복을 받은 신성한 방패로 물리 공격을 <b>막을 수</b> 있습니다. 방어 시 지구력을 소모합니다.
0xd4fb8b20,얼어붙고 안개에 휩싸인 액체로 만지면 차갑습니다.\n\n대개 알바네브 봉우리 생물군의 어둠의 안개에서 발견됩니다.\n\n그 자체로는 사용할 수 없지만 가공하여 다른 재료로 만들 수 있습니다.
0xd56bc3eb,"털가죽을 무두질할 때 사용하는 농축 물질을 함유한 분비선입니다.\n\n<b>제작 재료:</b> 주로 방어구 제작에 사용됩니다.\n<b>출처</b>: 레벨우드에서 처음 발견된, 어둠의 안개에 오염된 엄청난 크기의 버섯이 떨어뜨립니다."
0xd5a6656e,이길 수 없다면 힘을 빌리는 것도 방법입니다. 어둠의 안개의 힘을 지닌 이 <b>특수 화살</b>은 접촉한 자리에 안개 구름을 살포합니다.
0xd601254f,"옛날 옛적에 흑룡 오르페우스가 산에서 내려와 사람들의 작물을 망쳐놓았습니다. 농부들은 낫을 내려놓고 용과 맞서기 위해 정의의 군대에 합류했으며, 단 한 방에 녀석을 퇴각하게 만들었습니다.\n비록 농부들의 이름은 잊혔지만, 전설적인 그들의 칼날은 수많은 대장장이 도제들에게 영감의 원천이 되었습니다."
0xd65cba17,이 팔레트는 다양한 톤의 노란색을 선사하며 잘 광택을 낸 황금 공이나 공주가 쓴 왕관처럼 반짝입니다.\n\n이 팔레트는 베일워터 분지 재료로 만들 수 있습니다.
0xd6c0f1e9,묵직한 무기로 문자 그대로나 비유적으로나 어떤 심연으로든 내려갈 때 안성맞춤입니다.\n\n<b>어둠이 깃듦</b>: \n이 무기는 어둠에 잠식되어 강력한 어둠의 안개 피해를 줍니다. 어둠의 안개 소굴 안에서만 찾을 수 있습니다.
0xd7516ab9,"철 거치대 위에 놓인, 오래전 잊힌 역사서입니다."
0xd7c08f8e,"머릿속에서 희미한 속삭임이 들립니다. 내용은 같지만 수십 명의 목소리가 하나로 합쳐진 듯한 소리입니다. 유령들의 합창이 당신에게 애원합니다.\n\n<i>""이 던전으로 내려가는 건 멍청한 헛수고라는 게 안 보여? 제발 기회가 있을 때 돌아가.""</i>"
0xd8448eb3,불타는 황무지 망자의 전당의 문을 엽니다.
0xd8a42659,<npc>목수</npc> 케이드 호손는 나무로 무엇이든 제작할 수 있습니다.
0xd8ca19ab,이 쌈은 더 일반적으로 볼 수 있는 고기 쌈의 좋은 대체재입니다. 이 쌈 역시 당신의 체력을 올려주며 거기에 더해 그림자꽃은 포만감이 아주 좋으며 어둠의 안개에서 머무는 시간을 늘려줍니다.
0xd90a0160,이 마법사의 머리 보호구는 감미로운 금빛 장식으로 착용자의 얼굴을 감싸줍니다.
0xd9624031,불타는 황무지 지역에서 대량으로 찾을 수 있는 훌륭한 재료입니다.
0xd97a78dd,드락 테마 부조 조각을 담고 있는 진열장입니다.\n모든 조각을 모아 이 진열장을 완성하고 특별한 전리품 제작법을 잠금 해제하세요.
0xd9e0c4c6,"기지의 벽에 <b>다양한 종류의 식물 무성함을 추가하거나 제거할 수 있는</b> 마법 도구입니다. \n\n<b>화염 제단 범위 내에서만</b> 사용할 수 있으며, <b>무성함 재료</b>가 필요합니다."
0xda165f44,어둠에 오염된 완드로 어둠의 기운을 뿜어냅니다. 이 완드를 사용하면 어둠 속에서 천천히 자라나며 모든 것을 집어삼키는 엠버베일 밑의 숨겨진 공허가 넓어지리란 느낌이 들지만... 한두 번 정도 사용하는 것쯤이야 별 탈이 없지 않을까요?\n\n<b>어둠이 깃듦</b>: \n이 무기는 어둠에 잠식되어 강력한 어둠의 안개 피해를 줍니다. 어둠의 안개 소굴 안에서만 찾을 수 있습니다.\n\n<b>과충전:</b>\n이 지팡이는 일정 확률로 공격력을 증폭시킬 수 있습니다. 공격 시 최대 <i>과충전</i> 비율만큼 추가 피해를 입힙니다.\n\n<b>천상의 복제:</b>\n지팡이의 독특한 마법은 30%의 확률로 자발적으로 추가 발사체를 생성합니다.\n\n<b>다중 사격:</b> \n여러 투사체를 발사하지만 피해량이 감소합니다.
0xda53886c,실난초 과일은 조리 시 더욱 달콤한 맛을 냅니다. 입맛을 살리고 지구력을 회복합니다.
0xdae94d10,강력한 번개를 지속적으로 발사하는 마법 탄약입니다. 적 사이를 뛰어넘어 충격을 주고 <b>지구력 피해를 입힙니다.</b>\n\n지구력 피해는 적의 기절 <b>수치를</b> 채웁니다.\n\n<b>채널 주문:</b> <b>채널로 입력을 길게 누릅니다.</b> 주문을 장착하고 <b>마나</b>를 사용해 <b>지팡이로 주문을 시전합니다.</b>
0xdb25d784,"짐승의 갑각으로 만든, 지능이 없는 투척용 드론입니다. 일단 배치되면 가장 가까운 적을 찾아가 자폭합니다."
0xdb58c7a3,"따뜻한 주황색은 원추리의 향기와 화로의 온기, 사랑하는 이와 함께 나누는 해오름의 광경을 떠오르게 합니다.\n\n이 팔레트는 베일워터 분지 재료로 만들 수 있습니다."
0xdbef22d3,전투 훈련 중 넘어졌을 때 충격을 완화해주도록 패딩 처리가 된 바지입니다.
0xdc148e36,신선하고 광택이 나는 드락 비늘로 태양의 황금빛 광선에서 이리저리 움직이며 빛을 발합니다.
0xdc318d21,"다양한 생물군에서 온 재료가 혼합되어 있으며, 주로 돌과 흙이 들어 있습니다."
0xdc35d21c,"짙은 청록색, 밝은 마젠타색, 그리고 풍부한 검은색까지 이 선명한 색채들은 저마다 뚜렷한 존재감을 과시합니다. 이런 색상 조합이라면 남의 눈에 띄지 않을 리가 없습니다.\n\n이 팔레트는 베일워터 분지 재료로 만들 수 있습니다."
